険;ケン;けわ.しい;precipitous, inaccessible place, impregnable position, steep place, sharp eyes
原;ゲン;はら;meadow, original, primitive, field, plain, prairie, tundra, wilderness
現;ゲン;あらわ.れる,あらわ.す,うつつ,うつ.つ;present, existing, actual
限;ゲン;かぎ.る,かぎ.り,-かぎ.り;limit, restrict, to best of ability
呼;コ;よ.ぶ;call, call out to, invite
互;ゴ;たが.い,かたみ.に;mutually, reciprocally, together
御;ギョ,ゴ;おん-,お-,み-;honorable, manipulate, govern
誤;ゴ;あやま.る,-あやま.る;mistake, err, do wrong, mislead
交;コウ;まじ.わる,まじ.える,ま.じる,まじ.る,ま.ざる,ま.ぜる,-か.う,か.わす,かわ.す,こもごも;mingle, mixing, association, coming & going
候;コウ;そうろう;climate, season, weather
光;コウ;ひか.る,ひかり;ray, light
向;コウ;む.く,む.い,-む.き,む.ける,-む.け,む.かう,む.かい,む.こう,む.こう-,むこ,むか.い;yonder, facing, beyond, confront, defy, tend toward, approach
好;コウ;この.む,す.く,よ.い,い.い;fond, pleasing, like something
幸;コウ;さいわ.い,さち,しあわ.せ;happiness, blessing, fortune
更;コウ;さら,さら.に,ふ.ける,ふ.かす;grow late, night watch, sit up late, of course
構;コウ;かま.える,かま.う;posture, build, pretend
港;コウ;みなと;harbor
降;コウ,ゴ;お.りる,お.ろす,ふ.る,ふ.り,くだ.る,くだ.す;descend, precipitate, fall, surrender
号;ゴウ;さけ.ぶ,よびな;nickname, number, item, title, pseudonym, name, call
合;ゴウ,ガッ,カッ;あ.う,-あ.う,あ.い,あい-,-あ.い,-あい,あ.わす,あ.わせる,-あ.わせる;fit, suit, join, 0.1
刻;コク;きざ.む,きざ.み;engrave, cut fine, chop, hash, mince, time, carving
告;コク;つ.げる;revelation, tell, inform, announce
込;;-こ.む,こ.む,こ.み,-こ.み,こ.める;crowded, mixture, in bulk, included
困;コン;こま.る;quandary, become distressed, annoyed
婚;コン;;marriage
差;サ;さ.す,さ.し;distinction, difference, variation, discrepancy, margin, balance
座;ザ;すわ.る;squat, seat, cushion, gathering, sit
最;サイ,シュ;もっと.も,つま;utmost, most, extreme
妻;サイ;つま;wife, spouse
才;サイ;;genius, years old, cubic shaku
歳;サイ,セイ;とし,とせ,よわい;year-end, age, occasion, opportunity
済;サイ,セイ;す.む,-ず.み,-ずみ,す.まない,す.ます,-す.ます,すく.う,な.す,わたし,わた.る;finish, come to an end, excusable, need not
際;サイ;きわ,-ぎわ;occasion, side, edge, verge, dangerous, adventurous, indecent, time, when
在;ザイ;あ.る;exist, outskirts, suburbs, located in
罪;ザイ;つみ;guilt, sin, crime, fault, blame, offense
財;ザイ,サイ,ゾク;たから;property, money, wealth, assets
昨;サク;;yesterday, previous
察;サツ;;guess, presume, surmise, judge, understand
殺;サツ,サイ,セツ;ころ.す,-ごろ.し,そ.ぐ;kill, murder, butcher, slice off, split, diminish, reduce, spoil
雑;ザツ,ゾウ;まじ.える,まじ.る;miscellaneous
参;サン,シン;まい.る,まい-,まじわる,みつ;nonplussed, three, going, coming, visiting, visit, be defeated, die, be madly in love
散;サン;ち.る,ち.らす,-ち.らす,ち.らかす,ち.らかる,ばら;scatter, disperse, spend, squander
産;サン;う.む,う.まれる,うぶ-,む.す;products, bear, give birth, yield, childbirth, native, property
賛;サン;たす.ける,たた.える;approve, praise, title or inscription on picture, assist, agree with
残;ザン,サン;のこ.る,のこ.す,そこな.う,のこ.り;remainder, leftover, balance
市;シ;いち;market, city, town
師;シ,ス;もろもろ,なら.う;expert, teacher, master, model, exemplar, army (incl. counter), war
指;シ;ゆび,さ.す,-さ.し;finger, point to, indicate, put into, play (chess), measure (ruler)
支;シ;ささ.える,つか.える,か.う;branch, support, sustain, branch radical (no. 65)
資;シ;;assets, resources, capital, funds, data, be conducive to, contribute to
歯;シ;よわい,は,よわ.い,よわい.する;tooth, cog
似;ジ;に.る,ひ.る;becoming, resemble, counterfeit, imitate, suitable
次;ジ,シ;つ.ぐ,つぎ;next, order, sequence
治;ジ,チ;おさ.める,おさ.まる,なお.る,なお.す;reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve
示;ジ,シ;しめ.す;show, indicate, point out, express, display
耳;ジ;みみ;ear
辞;ジ;や.める,いな.む;resign, word, term, expression
式;シキ;;style, ceremony, rite, function, method, system, form, expression
識;シキ;し.る,しる.す;discriminating, know, write
失;シツ;うしな.う,う.せる;lose, error, fault, disadvantage, loss
実;ジツ,シツ;み,みの.る,まこと,まことに,みの,みち.る;reality, truth
若;ジャク,ニャク,ニャ;わか.い,わか-,も.しくわ,も.し,も.しくは,ごと.し;young, if, perhaps, possibly, low number, immature
取;シュ;と.る,と.り,と.り-,とり,-ど.り;take, fetch, take up
守;シュ,ス;まも.る,まも.り,もり,-もり,かみ;guard, protect, defend, obey
種;シュ;たね,-ぐさ;species, kind, class, variety, seed
酒;シュ;さけ,さか-;sake, alcohol
首;シュ;くび;neck, counter for songs and poems
受;ジュ;う.ける,-う.け,う.かる;accept, undergo, answer (phone), take, get, catch, receive
収;シュウ;おさ.める,おさ.まる;income, obtain, reap, pay, supply, store
宿;シュク;やど,やど.る,やど.す;inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling
術;ジュツ;すべ;art, technique, skill, means, trick, resources, magic
処;ショ;ところ,-こ,お.る;dispose, manage, deal with, sentence, condemn, act, behave, place
初;ショ;はじ.め,はじ.めて,はつ,はつ-,うい-,-そ.める,-ぞ.め;first time, beginning
所;ショ;ところ,-ところ,どころ,とこ;place
緒;ショ,チョ;お,いとぐち;thong, beginning, inception, end, cord, strap
助;ジョ;たす.ける,たす.かる,す.ける,すけ;help, rescue, assist
除;ジョ,ジ;のぞ.く,-よ.け;exclude, division (x/3), remove, abolish, cancel, except
勝;ショウ;か.つ,-が.ち,まさ.る,すぐ.れる,かつ;victory, win, prevail, excel
商;ショウ;あきな.う;make a deal, selling, dealing in, merchant
招;ショウ;まね.く;beckon, invite, summon, engage
消;ショウ;き.える,け.す;extinguish, blow out, turn off, neutralize, cancel
笑;ショウ;わら.う,え.む;laugh
乗;ジョウ,ショウ;の.る,-の.り,の.せる;ride, power, multiplication, record, counter for vehicles, board, mount, join
常;ジョウ;つね,とこ-;usual, ordinary, normal, regular
情;ジョウ,セイ;なさ.け;feelings, emotion, passion, sympathy, circumstances, facts
状;ジョウ;;status quo, conditions, circumstances, form, appearance
職;ショク,ソク;;post, employment, work
信;シン;;faith, truth, fidelity, trust
寝;シン;ね.る,ね.かす,い.ぬ,みたまや,や.める;lie down, sleep, rest, bed, remain unsold
深;シン;ふか.い,-ぶか.い,ふか.まる,ふか.める,み-;deep, heighten, intensify, strengthen
申;シン;もう.す,もう.し-,さる;have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac
神;シン,ジン;かみ,かん-,こう-;gods, mind, soul
進;シン;すす.む,すす.める;advance, proceed, progress, promote
吹;スイ;ふ.く;blow, breathe, puff, emit, smoke
数;スウ,ス,サク,ソク,シュ;かず,かぞ.える,しばしば,せ.める,わずらわ.しい;number, strength, fate, law, figures
制;セイ;;system, law, rule
性;セイ,ショウ;さが;sex, gender, nature
成;セイ,ジョウ;な.る,な.す,-な.す;turn into, become, get, grow, elapse, reach
政;セイ,ショウ;まつりごと,まん;politics, government
晴;セイ;は.れる,は.れ,は.れ-,-ば.れ,は.らす;clear up
精;セイ,ショウ,シヤウ;;refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill
声;セイ,ショウ;こえ,こわ-;voice
静;セイ,ジョウ;しず-,しず.か,しず.まる,しず.める;quiet
席;セキ;むしろ;seat, mat, occasion, place
昔;セキ,シャク;むかし;once upon a time, antiquity, old times
石;セキ,シャク,コク;いし;stone
積;セキ;つ.む,-づ.み,つ.もる,つ.もり;volume, product (x*y), acreage, contents, pile up, stack, load, amass
責;セキ;せ.める;blame, condemn, censure
折;セツ;お.る,おり,お.り,-お.り,お.れる;fold, break, fracture, bend, yield, submit
説;セツ,ゼイ;と.く;rumor, opinion, theory
雪;セツ;ゆき;snow
絶;ゼツ;た.える,た.やす,た.つ;discontinue, beyond, sever, cut off, abstain, interrupt, suppress
戦;セン;いくさ,たたか.う,おのの.く,そよぐ,わなな.く;war, battle, match
洗;セン;あら.う;wash, inquire into, probe
船;セン;ふね,ふな-;ship, boat
選;セン;えら.ぶ;elect, select, choose, prefer
然;ゼン,ネン;しか,しか.り,しか.し,さ;sort of thing, so, if so, in that case, well
全;ゼン;まった.く,すべ.て;whole, entire, all, complete, fulfill
祖;ソ;;ancestor, pioneer, founder
組;ソ;く.む,くみ,-ぐみ;association, braid, plait, construct, assemble, unite, cooperate, grapple
想;ソウ,ソ;おも.う;concept, think, idea, thought
争;ソウ;あらそ.う,いか.でか;contend, dispute, argue
相;ソウ,ショウ;あい-;inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy
窓;ソウ,ス;まど,てんまど,けむだし;window, pane
草;ソウ;くさ,くさ-,-ぐさ;grass, weeds, herbs, pasture, write, draft
増;ゾウ;ま.す,ま.し,ふ.える,ふ.やす;increase, add, augment, gain, promote
側;ソク;かわ,がわ,そば;side, lean, oppose, regret
息;ソク;いき;breath, respiration, son, interest (on money)
束;ソク;たば,たば.ねる,つか,つか.ねる;bundle, sheaf, ream, tie in bundles, govern, manage, control
速;ソク;はや.い,はや-,はや.める,すみ.やか;quick, fast
続;ゾク,ショク,コウ,キョウ;つづ.く,つづ.ける,つぐ.ない;continue, series, sequel
存;ソン,ゾン;;suppose, be aware of, believe, feel
他;タ;ほか;other, another, the others
太;タイ,タ;ふと.い,ふと.る;plump, thick, big around
打;ダ,ダアス;う.つ,う.ち-,ぶ.つ;strike, hit, knock, pound, dozen
対;タイ,ツイ;あいて,こた.える,そろ.い,つれあ.い,なら.ぶ,むか.う;vis-a-vis, opposite, even, equal, versus, anti-, compare
退;タイ;しりぞ.く,しりぞ.ける,ひ.く,の.く,の.ける,ど.く;retreat, withdraw, retire, resign, repel, expel, reject
宅;タク;;home, house, residence, our house, my husband
達;タツ,ダ;-たち;accomplished, reach, arrive, attain
単;タン;ひとえ;simple, one, single, merely
探;タン;さぐ.る,さが.す;grope, search, look for
断;ダン;た.つ,ことわ.る,さだ.める;severance, decline, refuse, apologize, warn, dismiss, prohibit, decision, judgement, cutting
段;ダン,タン;;grade, steps, stairs
談;ダン;;discuss, talk
値;チ;ね,あたい;price, cost, value
恥;チ;は.じる,はじ,は.じらう,は.ずかしい;shame, dishonor
置;チ;お.く,-お.き;placement, put, set, deposit, leave behind, keep, employ, pawn
遅;チ;おく.れる,おく.らす,おそ.い;slow, late, back, later
調;チョウ;しら.べる,しら.べ,ととの.う,ととの.える;tune, tone, meter, key (music), writing style, prepare, exorcise, investigate
頂;チョウ;いただ.く,いただき;place on the head, receive, top of head, top, summit, peak
直;チョク,ジキ,ジカ;ただ.ちに,なお.す,-なお.す,なお.る,なお.き,す.ぐ;straightaway, honesty, frankness, fix, repair
追;ツイ;お.う;chase, drive away, follow, pursue, meanwhile
痛;ツウ;いた.い,いた.む,いた.ましい,いた.める;pain, hurt, damage, bruise
定;テイ,ジョウ;さだ.める,さだ.まる,さだ.か;determine, fix, establish, decide
庭;テイ;にわ;courtyard, garden, yard
程;テイ;ほど,-ほど;extent, degree, law, formula, distance, limits, amount
適;テキ;かな.う;suitable, occasional, rare, qualified, capable
点;テン;つ.ける,つ.く,た.てる,さ.す,とぼ.す,とも.す,ぼち;spot, point, mark, speck, decimal point
伝;デン,テン;つた.わる,つた.える,つた.う,つだ.う,-づた.い,つて;transmit, go along, walk along, follow, report, communicate, legend, tradition
徒;ト;いたずら,あだ;junior, emptiness, vanity, futility, uselessness, ephemeral thing, gang, set, party, people
渡;ト;わた.る,-わた.る,わた.す;transit, ford, ferry, cross, import, deliver, diameter, migrate
登;トウ,ト,ドウ,ショウ,チョウ;のぼ.る,あ.がる;ascend, climb up
途;ト;みち;route, way, road
都;ト,ツ;みやこ;metropolis, capital
努;ド;つと.める;toil, diligent, as much as possible
怒;ド,ヌ;いか.る,おこ.る;angry, be offended
倒;トウ;たお.れる,-だお.れ,たお.す;overthrow, fall, collapse, drop, break down
投;トウ;な.げる,-な.げ;throw, discard, abandon, launch into, join, invest in, hurl, give up, sell at a loss
盗;トウ;ぬす.む,ぬす.み;steal, rob, pilfer
当;トウ;あ.たる,あ.たり,あ.てる,あ.て,まさ.に,まさ.にべし;hit, right, appropriate, himself
等;トウ;ひと.しい,など,-ら;etc., and so forth, class (first), quality, equal, similar
到;トウ;いた.る;arrival, proceed, reach, attain, result in
逃;トウ;に.げる,に.がす,のが.す,のが.れる;escape, flee, shirk, evade, set free
頭;トウ,ズ,ト;あたま,かしら,-がしら,かぶり;head, counter for large animals
働;ドウ,リュク,リキ,ロク,リョク;はたら.く;work
得;トク;え.る,う.る;gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit
突;トツ,カ;つ.く;stab, protruding, thrusting, thrust, pierce, prick
内;ナイ,ダイ;うち;inside, within, between, among, house, home
難;ナン;かた.い,-がた.い,むずか.しい,むづか.しい,むつか.しい,-にく.い;difficult, impossible, trouble, accident, defect
任;ニン;まか.せる,まか.す;responsibility, duty, term, entrust to, appoint
認;ニン;みと.める,したた.める;acknowledge, witness, discern, recognize, appreciate, believe
猫;ビョウ;ねこ;cat
熱;ネツ;あつ.い;heat, temperature, fever, mania, passion
念;ネン;;wish, sense, idea, thought, feeling, desire, attention
能;ノウ;よ.く;ability, talent, skill, capacity
破;ハ;やぶ.る,やぶ.れる;rend, rip, tear, break, destroy, defeat, frustrate
馬;バ;うま,うま-,ま;horse
敗;ハイ;やぶ.れる;failure, defeat, reversal
杯;ハイ;さかずき;counter for cupfuls, wine glass, glass, toast
背;ハイ;せ,せい,そむ.く,そむ.ける;stature, height, back, behind, disobey, defy, go back on, rebel
配;ハイ;くば.る;distribute, spouse, exile, rationing
箱;ソウ;はこ;box, chest, case, bin, railway car
髪;ハツ;かみ;hair of the head
抜;バツ,ハツ,ハイ;ぬ.く,-ぬ.く,ぬ.き,ぬ.ける,ぬ.かす,ぬ.かる;slip out, extract, pull out, pilfer, quote, remove, omit
判;ハン,バン;わか.る;judgement, signature, stamp, seal
反;ハン,ホン,タン,ホ;そ.る,そ.らす,かえ.す,かえ.る,-かえ.る;anti-
犯;ハン,ボン;おか.す;crime, sin, offense
晩;バン;;nightfall, night
番;バン;つが.い;turn, number in a series
否;ヒ;いな,いや;negate, no, noes, refuse, decline, deny
彼;ヒ;かれ,かの,か.の;he, that, the
悲;ヒ;かな.しい,かな.しむ;grieve, sad, deplore, regret
疲;ヒ;つか.れる,-づか.れ,つか.らす;exhausted, tire, weary
費;ヒ;つい.やす,つい.える;expense, cost, spend, consume, waste
非;ヒ;あら.ず;un-, mistake, negative, injustice, non-
飛;ヒ;と.ぶ,と.ばす,-と.ばす;fly, skip (pages), scatter
備;ビ;そな.える,そな.わる,つぶさ.に;equip, provision, preparation
美;ビ,ミ;うつく.しい;beauty, beautiful
必;ヒツ;かなら.ず;invariably, certain, inevitable
表;ヒョウ;おもて,-おもて,あらわ.す,あらわ.れる,あら.わす;surface, table, chart, diagram
貧;ヒン,ビン;まず.しい;poverty, poor
付;フ;つ.ける,-つ.ける,-づ.ける,つ.け,つ.け-,-つ.け,-づ.け,-づけ,つ.く,-づ.く,つ.き,-つ.き,-つき,-づ.き,-づき;adhere, attach, refer to, append
夫;フ,フウ,ブ;おっと,それ;husband, man
婦;フ;よめ;lady, woman, wife, bride
富;フ,フウ;と.む,とみ;wealth, enrich, abundant
怖;フ,ホ;こわ.い,こわ.がる,お.じる,おそ.れる;dreadful, be frightened, fearful
浮;フ;う.く,う.かれる,う.かぶ,む,う.かべる;floating, float, rise to surface
負;フ;ま.ける,ま.かす,お.う;defeat, negative, -, minus, bear, owe, assume a responsibility
舞;ブ;ま.う,-ま.う,まい;dance, flit, circle, wheel
部;ブ;-べ;section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine
福;フク;;blessing, fortune, luck, wealth
腹;フク;はら;abdomen, belly, stomach
払;フツ,ヒツ,ホツ;はら.う,-はら.い,-ばら.い;pay, clear out, prune, banish, dispose of
平;ヘイ,ビョウ,ヒョウ;たい.ら,-だいら,ひら,ひら-;even, flat, peace
閉;ヘイ;と.じる,と.ざす,し.める,し.まる,た.てる;closed, shut
米;ベイ,マイ,メエトル;こめ,よね;rice, USA, metre
変;ヘン;か.わる,か.わり,か.える;unusual, change, strange
返;ヘン;かえ.す,-かえ.す,かえ.る,-かえ.る;return, answer, fade, repay
便;ベン,ビン;たよ.り;convenience
捕;ホ;と.らえる,と.らわれる,と.る,とら.える,とら.われる,つか.まえる,つか.まる;catch, capture
暮;ボ;く.れる,く.らす;livelihood, make a living, spend time
報;ホウ;むく.いる;report, news, reward, retribution
抱;ホウ;だ.く,いだ.く,かか.える;embrace, hug, hold in arms
放;ホウ;はな.す,-っぱな.し,はな.つ,はな.れる,こ.く,ほう.る;set free, release, fire, shoot, emit, banish, liberate
法;ホウ,ハッ,ホッ,フラン;のり;method, law, rule, principle, model, system
訪;ホウ;おとず.れる,たず.ねる,と.う;call on, visit, look up, offer sympathy
亡;ボウ,モウ;な.い,な.き-,ほろ.びる,ほろ.ぶ,ほろ.ぼす;deceased, the late, dying, perish
忘;ボウ;わす.れる;forget
忙;ボウ,モウ;いそが.しい,せわ.しい,おそ.れる,うれえるさま;busy, occupied, restless
望;ボウ,モウ;のぞ.む,もち;ambition, full moon, hope, desire, aspire to, expect
末;マツ,バツ;すえ;end, close, tip, powder, posterity
満;マン,バン;み.ちる,み.つ,み.たす;full, fullness, enough, satisfy
未;ミ,ビ;いま.だ,ま.だ,ひつじ;un-, not yet, hitherto, still, even now, sign of the ram, 1-3PM, eighth sign of Chinese zodiac
民;ミン;たみ;people, nation, subjects
眠;ミン;ねむ.る,ねむ.い;sleep, die, sleepy
務;ム;つと.める;task, duties
夢;ム,ボウ;ゆめ,ゆめ.みる,くら.い;dream, vision, illusion
娘;ジョウ;むすめ,こ;daughter, girl
命;メイ,ミョウ;いのち;fate, command, decree, destiny, life, appoint
迷;メイ;まよ.う;astray, be perplexed, in doubt, lost, err, illusion
鳴;メイ;な.く,な.る,な.らす;chirp, cry, bark, sound, ring, echo, honk
面;メン,ベン;おも,おもて,つら;mask, face, features, surface
戻;レイ;もど.す,もど.る;re-, return, revert, resume, restore, go backwards
役;ヤク,エキ;;duty, war, campaign, drafted labor, office, service, role
約;ヤク;つづ.まる,つづ.める,つづま.やか;promise, approximately, shrink
薬;ヤク;くすり;medicine, chemical, enamel, gunpowder, benefit
優;ユウ,ウ;やさ.しい,すぐ.れる,まさ.る;tenderness, excel, surpass, actor, superiority, gentleness
由;ユ,ユウ,ユイ;よし,よ.る;wherefore, a reason
遊;ユウ,ユ;あそ.ぶ,あそ.ばす;play
予;ヨ,シャ;あらかじ.め;beforehand, previous, myself, I
余;ヨ;あま.る,あま.り,あま.す,あんま.り;too much, myself, surplus, other, remainder
与;ヨ;あた.える,あずか.る,くみ.する,ともに;bestow, participate in, give, award, impart, provide, cause, gift, godsend
容;ヨウ;い.れる;contain, form, looks
様;ヨウ,ショウ;さま,さん;Esq., way, manner, situation, polite suffix
葉;ヨウ;は;leaf, plane, lobe, needle, blade, spear, counter for flat things, fragment, piece
要;ヨウ;い.る,かなめ;need, main point, essence, pivot, key to
陽;ヨウ;ひ;sunshine, yang principle, positive, male, heaven, daytime
欲;ヨク;ほっ.する,ほ.しい;longing, covetousness, greed, passion, desire, craving
頼;ライ;たの.む,たの.もしい,たよ.る;trust, request
落;ラク;お.ちる,お.ち,お.とす;fall, drop, come down
利;リ;き.く;profit, advantage, benefit
流;リュウ,ル;なが.れる,なが.れ,なが.す,-なが.す;current, a sink, flow, forfeit
留;リュウ,ル;と.める,と.まる,とど.める,とど.まる,るうぶる;detain, fasten, halt, stop
両;リョウ;てる,ふたつ;both, old Japanese coin, counter for carriages (e.g., in a train), two
良;リョウ;よ.い,-よ.い,い.い,-い.い;good, pleasing, skilled
類;ルイ;たぐ.い;sort, kind, variety, class, genus
例;レイ;たと.える;example, custom, usage, precedent
冷;レイ;つめ.たい,ひ.える,ひ.や,ひ.ややか,ひ.やす,ひ.やかす,さ.める,さ.ます;cool, cold (beer, person), chill
礼;レイ,ライ;;salute, bow, ceremony, thanks, remuneration
列;レツ,レ;;file, row, rank, tier, column
連;レン;つら.なる,つら.ねる,つ.れる,-づ.れ;take along, lead, join, connect, party, gang, clique
路;ロ,ル;-じ,みち;path, route, road, distance
労;ロウ;ろう.する,いたわ.る,いた.ずき,ねぎら,つか.れる,ねぎら.う;labor, thank for, reward for, toil, trouble
老;ロウ;お.いる,ふ.ける;old man, old age, grow old
論;ロン;;argument, discourse
和;ワ,オ,カ;やわ.らぐ,やわ.らげる,なご.む,なご.やか;harmony, Japanese style, peace, soften, Japan
悪;アク,オ;わる.い,わる-,あ.し,にく.い,-にく.い,ああ,いずくに,いずくんぞ,にく.む;bad, vice, rascal, false, evil, wrong
安;アン;やす.い,やす.まる,やす,やす.らか;relax, cheap, low, quiet, rested, contented, peaceful
以;イ;もっ.て;by means of, because, in view of, compared with
意;イ;;idea, mind, heart, taste, thought, desire, care, liking
医;イ;い.やす,い.する,くすし;doctor, medicine
員;イン;;employee, member, number, the one in charge
飲;イン,オン;の.む,-の.み;drink, smoke, take
院;イン;;Inst., institution, temple, mansion, school
運;ウン;はこ.ぶ;carry, luck, destiny, fate, lot, transport, progress, advance
映;エイ;うつ.る,うつ.す,は.える,-ば.え;reflect, reflection, projection
英;エイ;はなぶさ;England, English
駅;エキ;;station
屋;オク;や;roof, house, shop, dealer, seller
音;オン,イン,-ノン;おと,ね;sound, noise
夏;カ,ガ,ゲ;なつ;summer
家;カ,ケ;いえ,や,うち;house, home, family, professional, expert, performer
歌;カ;うた,うた.う;song, sing
花;カ,ケ;はな;flower
画;ガ,カク,エ,カイ;えが.く,かく.する,かぎ.る,はかりごと,はか.る;brush-stroke, picture
会;カイ,エ;あ.う,あ.わせる,あつ.まる;meeting, meet, party, association, interview, join
海;カイ;うみ;sea, ocean
界;カイ;;world
開;カイ;ひら.く,ひら.き,-びら.き,ひら.ける,あ.く,あ.ける;open, unfold, unseal
楽;ガク,ラク,ゴウ;たの.しい,たの.しむ,この.む;music, comfort, ease
漢;カン;;Sino-, China
館;カン;やかた,たて;building, mansion, large building, palace
帰;キ;かえ.る,かえ.す,おく.る,とつ.ぐ;homecoming, arrive at, lead to, result in
起;キ;お.きる,お.こる,お.こす,おこ.す,た.つ;rouse, wake up, get up
急;キュウ;いそ.ぐ,いそ.ぎ;hurry, emergency, sudden, steep
究;キュウ,ク;きわ.める;research, study
牛;ギュウ;うし;cow
去;キョ,コ;さ.る,-さ.る;gone, past, quit, leave, elapse, eliminate, divorce
魚;ギョ;うお,さかな,-ざかな;fish
京;キョウ,ケイ,キン;みやこ;capital, 10**16
強;キョウ,ゴウ;つよ.い,つよ.まる,つよ.める,し.いる,こわ.い;strong
教;キョウ;おし.える,おそ.わる;teach, faith, doctrine
業;ギョウ,ゴウ;わざ;business, vocation, arts, performance
近;キン,コン;ちか.い;near, early, akin, tantamount
銀;ギン;しろがね;silver
空;クウ;そら,あ.く,あ.き,あ.ける,から,す.く,す.かす,むな.しい;empty, sky, void, vacant, vacuum
兄;ケイ,キョウ;あに;elder brother, big brother
計;ケイ;はか.る,はか.らう;plot, plan, scheme, measure
建;ケン,コン;た.てる,た.て,-だ.て,た.つ;build
犬;ケン;いぬ,いぬ-;dog
研;ケン;と.ぐ;polish, study of, sharpen
験;ケン,ゲン;あかし,しるし,ため.す,ためし;verification, effect, testing
元;ゲン,ガン;もと;beginning, former time, origin
言;ゲン,ゴン;い.う,こと;say
古;コ;ふる.い,ふる-,-ふる.す;old
公;コウ,ク;おおやけ;public, prince, official, governmental
口;コウ,ク;くち;mouth
工;コウ,ク,グ;;craft, construction, katakana e radical (no. 48)
広;コウ;ひろ.い,ひろ.まる,ひろ.める,ひろ.がる,ひろ.げる;wide, broad, spacious
考;コウ;かんが.える,かんが.え;consider, think over
黒;コク;くろ,くろ.ずむ,くろ.い;black
作;サク,サ;つく.る,つく.り,-づく.り;make, production, prepare, build
仕;シ,ジ;つか.える;attend, doing, official, serve
使;シ;つか.う,つか.い,-つか.い,-づか.い;use
始;シ;はじ.める,-はじ.める,はじ.まる;commence, begin
姉;シ;あね,はは;elder sister
思;シ;おも.う,おもえら.く,おぼ.す;think
止;シ;と.まる,-ど.まり,と.める,-と.める,-ど.め,とど.める,とど.め,とど.まる,や.める,や.む,-や.む,よ.す,-さ.す,-さ.し;stop, halt
死;シ;し.ぬ,し.に-;death, die
私;シ;わたくし,わたし;private, I, me
紙;シ;かみ;paper
試;シ;こころ.みる,ため.す;test, try, attempt, experiment, ordeal
事;ジ,ズ;こと,つか.う,つか.える;matter, thing, fact, business, reason, possibly
字;ジ;あざ,あざな,-な;character, letter, word, section of village
持;ジ;も.つ,-も.ち,も.てる;hold, have
自;ジ,シ;みずか.ら,おの.ずから,おの.ずと;oneself
室;シツ;むろ;room, apartment, chamber, greenhouse, cellar
質;シツ,シチ,チ;たち,ただ.す,もと,わりふ;substance, quality, matter, temperament
写;シャ,ジャ;うつ.す,うつ.る,うつ-,うつ.し;copy, be photographed, describe
社;シャ;やしろ;company, firm, office, association, shrine
者;シャ;もの;someone, person
借;シャク;か.りる;borrow, rent
主;シュ,ス,シュウ;ぬし,おも,あるじ;lord, chief, master, main thing, principal
手;シュ,ズ;て,て-,-て,た-;hand
秋;シュウ;あき,とき;autumn
終;シュウ;お.わる,-お.わる,おわ.る,お.える,つい,つい.に;end, finish
習;シュウ,ジュ;なら.う,なら.い;learn
週;シュウ;;week
集;シュウ;あつ.まる,あつ.める,つど.う;gather, meet, congregate, swarm, flock
住;ジュウ,ヂュウ,チュウ;す.む,す.まう,-ず.まい;dwell, reside, live, inhabit
重;ジュウ,チョウ;え,おも.い,おも.り,おも.なう,かさ.ねる,かさ.なる,おも;heavy, heap up, pile up, nest of boxes, -fold
春;シュン;はる;springtime, spring (season)
少;ショウ;すく.ない,すこ.し;few, little
場;ジョウ,チョウ;ば;location, place
色;ショク,シキ;いろ;color
心;シン;こころ,-ごころ;heart, mind, spirit, heart radical (no. 61)
新;シン;あたら.しい,あら.た,あら-,にい-;new
真;シン;ま,ま-,まこと;true, reality, Buddhist sect
親;シン;おや,おや-,した.しい,した.しむ;parent, intimacy, relative, familiarity, dealer (cards)
図;ズ,ト;え,はか.る;map, drawing, plan, unexpected, accidentally
世;セイ,セ,ソウ;よ,さんじゅう;generation, world, society, public
正;セイ,ショウ;ただ.しい,ただ.す,まさ,まさ.に;correct, justice, righteous, 10**40
青;セイ,ショウ;あお,あお-,あお.い;blue, green
赤;セキ,シャク;あか,あか-,あか.い,あか.らむ,あか.らめる;red
切;セツ,サイ;き.る,-き.る,き.り,-き.り,-ぎ.り,き.れる,-き.れる,き.れ,-き.れ,-ぎ.れ;cut, cutoff, be sharp
早;ソウ,サッ;はや.い,はや,はや-,はや.まる,はや.める,さ-;early, fast
走;ソウ;はし.る;run
送;ソウ;おく.る;escort, send
足;ソク;あし,た.りる,た.る,た.す;leg, foot, be sufficient, counter for pairs of footwear
族;ゾク;;tribe, family
多;タ;おお.い,まさ.に,まさ.る;many, frequent, much
体;タイ,テイ;からだ,かたち;body, substance, object, reality, counter for images
待;タイ;ま.つ,-ま.ち;wait, depend on
貸;タイ;か.す,か.し-,かし-;lend
代;ダイ,タイ;か.わる,かわ.る,かわ.り,-がわ.り,か.える,よ,しろ;substitute, change, convert, replace, period, age, counter for decades of ages, eras, etc., generation, charge, rate, fee
